xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoff
0.42,0.43,0.43,299671.0,2099.63,180.54,144.4,476.05,68.61,1176.57,888.82,174.02,179.07,172.57,2157.0,778.0,989.0,3924.0,150.0,145.0,34.0,473.0,77.0,874.0,1216.0,2007.0,2785.0,799.0,2305.0,1992.0,455.0,542.0,2267.0,504.0,164.0,62.23,60.87,57.44,47.0,49.0,54.0,3839.21,2935.0,2884.9,295.0,32.05,35.07,35.12,177.47,175.69,172.27,2755.13,248.53,189.52,627.49,90.48,1573.53,1153.45,238.14,250.63,240.23,2817.0,1066.0,1238.0,5121.0,243.0,181.0,41.0,656.0,131.0,1204.0,1468.0,2574.0,3640.0,764.0,2621.0,1537.0,417.0,565.0,2980.0,685.0,218.0,87.9,81.39,79.23,88.0,87.0,68.0,5227.26,3883.0,3949.2,317.0,41.7,41.52,43.03,247.19,249.5,244.86,0
0.51,0.5,0.5,300787.0,2432.33,225.33,169.94,547.92,79.46,1394.05,1026.29,216.18,226.66,217.48,2447.0,996.0,1035.0,4478.0,232.0,160.0,44.0,552.0,81.0,1049.0,1369.0,2215.0,3211.0,760.0,2394.0,1642.0,512.0,640.0,2571.0,682.0,190.0,78.17,80.34,66.83,79.0,72.0,81.0,4508.0,3443.0,3462.94,349.0,37.31,32.28,33.97,228.68,229.71,224.26,2422.58,219.9,170.17,543.88,77.85,1382.91,1011.28,212.73,219.46,212.32,2399.0,1007.0,1121.0,4527.0,209.0,151.0,29.0,577.0,104.0,1092.0,1273.0,2190.0,3197.0,766.0,2468.0,1705.0,587.0,538.0,2588.0,627.0,191.0,76.61,74.62,68.67,62.0,78.0,69.0,4507.28,3406.0,3396.44,289.0,37.57,37.17,37.33,220.14,219.96,215.45,1
0.52,0.5,0.51,299453.0,2563.43,229.6,179.36,581.51,85.19,1443.77,1068.56,220.74,230.87,221.99,2569.0,1019.0,1119.0,4707.0,263.0,188.0,45.0,624.0,97.0,1156.0,1260.0,2306.0,3325.0,822.0,2591.0,2024.0,447.0,670.0,2679.0,707.0,202.0,76.92,86.48,66.2,85.0,100.0,78.0,4745.25,3588.0,3614.1,332.0,39.71,39.89,41.04,228.27,229.65,224.39,2440.28,213.33,169.53,559.88,82.12,1384.13,1027.0,205.28,212.82,204.79,2354.0,1082.0,1242.0,4678.0,203.0,174.0,45.0,555.0,71.0,1152.0,1281.0,2151.0,3233.0,844.0,2675.0,2037.0,435.0,711.0,2655.0,577.0,204.0,73.33,69.87,70.12,55.0,71.0,77.0,4638.27,3436.0,3417.3,400.0,37.4,37.25,38.23,212.49,211.88,206.71,1
0.5,0.49,0.49,301203.0,2182.99,191.64,149.33,500.65,69.92,1215.67,913.79,185.48,191.32,185.22,2181.0,860.0,1037.0,4078.0,199.0,166.0,36.0,480.0,74.0,917.0,1205.0,1982.0,2842.0,719.0,2393.0,1412.0,548.0,476.0,2339.0,520.0,182.0,64.57,61.38,65.69,71.0,59.0,69.0,4066.67,3041.0,3038.43,257.0,32.99,36.55,36.88,187.76,187.78,184.21,2279.46,188.64,152.43,530.12,74.11,1281.73,960.99,182.84,188.45,182.68,2273.0,915.0,1126.0,4314.0,198.0,156.0,33.0,552.0,72.0,967.0,1243.0,2075.0,2990.0,732.0,2310.0,1669.0,471.0,513.0,2488.0,533.0,167.0,66.02,63.93,58.69,65.0,67.0,66.0,4315.14,3188.0,3191.16,291.0,33.49,35.46,36.18,185.95,185.93,182.75,1
0.49,0.47,0.48,299499.0,2356.61,211.59,166.02,541.18,76.87,1297.74,978.68,203.72,212.9,205.03,2331.0,942.0,1179.0,4452.0,209.0,190.0,32.0,499.0,90.0,1055.0,1230.0,2122.0,3064.0,889.0,2532.0,1722.0,446.0,646.0,2462.0,613.0,198.0,68.26,73.67,69.66,65.0,71.0,73.0,4471.86,3273.0,3294.46,508.0,36.57,39.7,40.44,207.66,209.12,204.88,2523.31,223.39,175.2,580.2,82.16,1409.96,1051.09,214.99,223.66,215.22,2542.0,980.0,1491.0,5013.0,201.0,214.0,34.0,597.0,101.0,1118.0,1291.0,2341.0,3321.0,870.0,2576.0,2000.0,406.0,655.0,2685.0,637.0,200.0,76.5,78.55,68.33,69.0,68.0,64.0,5007.66,3522.0,3517.72,465.0,38.48,41.89,43.31,218.56,218.7,214.59,1
0.47,0.5,0.5,300981.0,2477.32,207.57,168.03,565.71,81.67,1409.39,1064.64,199.68,207.43,199.55,2499.0,998.0,1208.0,4705.0,210.0,179.0,47.0,595.0,90.0,1100.0,1323.0,2289.0,3287.0,712.0,2563.0,2173.0,512.0,461.0,2741.0,576.0,180.0,73.79,67.79,65.97,81.0,57.0,72.0,4697.12,3497.0,3493.24,240.0,36.9,40.05,41.05,203.41,203.22,198.64,2519.27,235.16,174.57,571.45,81.49,1397.65,1045.69,225.06,234.81,224.8,2541.0,965.0,1130.0,4636.0,224.0,213.0,34.0,597.0,75.0,1097.0,1300.0,2317.0,3282.0,733.0,2368.0,1967.0,462.0,529.0,2612.0,668.0,226.0,74.85,80.23,80.09,81.0,64.0,79.0,4640.46,3506.0,3510.54,272.0,38.76,44.23,44.65,229.26,229.26,223.62,0
0.51,0.51,0.51,301586.0,2416.97,209.69,165.34,554.14,79.26,1371.87,997.7,201.77,211.08,203.06,2456.0,922.0,982.0,4360.0,217.0,139.0,44.0,621.0,85.0,1051.0,1265.0,2239.0,3161.0,673.0,2487.0,1621.0,512.0,602.0,2646.0,540.0,192.0,76.1,65.79,67.81,75.0,72.0,70.0,4395.79,3378.0,3404.18,347.0,36.42,37.55,40.1,206.02,207.25,203.14,2307.07,205.16,158.19,526.41,74.17,1283.46,951.62,198.92,205.32,199.07,2402.0,797.0,1014.0,4213.0,221.0,158.0,48.0,576.0,68.0,974.0,1202.0,2181.0,2978.0,662.0,2413.0,1905.0,530.0,602.0,2429.0,588.0,182.0,68.53,71.41,65.21,70.0,70.0,81.0,4200.88,3199.0,3192.4,357.0,35.05,36.14,37.53,202.67,202.67,199.3,1
0.53,0.53,0.53,300122.0,2441.43,210.85,167.3,558.4,78.66,1383.04,1030.74,205.04,212.45,206.64,2403.0,1026.0,1192.0,4621.0,239.0,125.0,29.0,549.0,77.0,1121.0,1318.0,2164.0,3190.0,876.0,2536.0,1839.0,544.0,350.0,2650.0,599.0,180.0,76.31,70.77,63.77,76.0,84.0,79.0,4665.52,3429.0,3457.02,216.0,36.82,25.49,27.38,220.29,222.05,217.95,2194.85,190.39,148.53,497.73,70.47,1220.27,906.62,184.22,190.0,183.86,2163.0,871.0,1121.0,4155.0,188.0,133.0,28.0,499.0,75.0,963.0,1176.0,1975.0,2846.0,870.0,2354.0,1780.0,502.0,531.0,2324.0,539.0,171.0,64.66,64.54,61.19,64.0,66.0,58.0,4124.66,3034.0,3022.33,336.0,32.94,29.44,30.19,193.14,192.9,189.21,1
0.51,0.48,0.49,299394.0,2348.73,203.4,157.81,533.43,73.77,1296.58,976.04,197.22,203.83,197.64,2382.0,859.0,999.0,4240.0,214.0,150.0,42.0,503.0,83.0,1046.0,1245.0,2168.0,3027.0,718.0,2586.0,1611.0,556.0,618.0,2489.0,575.0,177.0,72.62,69.35,61.41,65.0,72.0,77.0,4230.32,3241.0,3242.6,361.0,34.48,32.01,32.43,205.44,205.69,202.12,2381.46,194.7,158.19,541.29,76.4,1353.41,1002.0,188.76,195.35,189.41,2370.0,956.0,1230.0,4556.0,233.0,117.0,31.0,572.0,79.0,1102.0,1223.0,2137.0,3093.0,719.0,2287.0,1595.0,623.0,696.0,2632.0,527.0,167.0,74.64,62.18,57.88,84.0,85.0,64.0,4570.99,3326.0,3334.62,415.0,34.45,26.71,27.83,201.33,202.03,197.82,0
0.55,0.53,0.53,298729.0,2573.6,237.78,169.1,588.1,85.01,1425.27,1094.74,229.84,240.43,232.43,2613.0,987.0,1238.0,4838.0,258.0,122.0,34.0,709.0,95.0,1128.0,1288.0,2355.0,3342.0,836.0,2577.0,2008.0,552.0,608.0,2707.0,677.0,216.0,76.89,80.76,80.12,84.0,88.0,86.0,4936.87,3600.0,3664.89,274.0,36.98,28.05,30.13,244.62,247.35,241.14,2341.38,193.13,155.67,541.14,75.98,1288.58,972.48,187.89,191.38,186.21,2385.0,842.0,1051.0,4278.0,171.0,141.0,31.0,616.0,71.0,943.0,1285.0,2214.0,3056.0,767.0,2418.0,2057.0,598.0,711.0,2475.0,589.0,163.0,69.26,71.24,52.63,58.0,49.0,64.0,4207.79,3227.0,3185.03,360.0,34.44,29.62,30.25,197.32,195.8,192.32,1
0.45,0.45,0.44,298914.0,2182.0,207.37,150.78,488.07,70.03,1207.25,892.57,199.69,206.12,198.49,2209.0,837.0,1055.0,4101.0,199.0,152.0,32.0,489.0,69.0,1010.0,1127.0,2010.0,2847.0,856.0,2395.0,1751.0,578.0,969.0,2217.0,643.0,186.0,69.66,77.57,60.15,54.0,85.0,60.0,4046.26,3046.0,3013.99,651.0,33.5,33.12,33.38,205.48,204.37,199.83,2702.04,252.67,186.59,616.84,88.15,1516.12,1127.75,242.95,255.67,245.83,2696.0,1137.0,1252.0,5085.0,267.0,202.0,43.0,599.0,86.0,1278.0,1401.0,2429.0,3566.0,840.0,2491.0,1863.0,625.0,749.0,2888.0,709.0,236.0,84.73,85.04,82.9,92.0,90.0,85.0,5172.65,3833.0,3891.59,454.0,41.26,43.21,45.04,245.76,248.6,242.56,0
0.53,0.53,0.52,300878.0,2161.69,202.33,147.53,481.46,69.9,1229.92,900.85,197.01,203.69,198.31,2200.0,832.0,1013.0,4045.0,197.0,133.0,35.0,500.0,61.0,956.0,1185.0,2003.0,2835.0,604.0,2174.0,1568.0,465.0,552.0,2250.0,611.0,171.0,69.56,72.92,59.84,65.0,63.0,69.0,4068.26,3032.0,3049.28,268.0,32.23,32.56,35.12,199.43,200.26,197.26,2021.36,177.21,135.34,451.56,64.82,1112.95,857.19,172.23,177.34,172.4,2089.0,711.0,849.0,3649.0,195.0,115.0,30.0,416.0,80.0,831.0,1163.0,1894.0,2605.0,582.0,2450.0,1899.0,531.0,580.0,2120.0,530.0,150.0,61.71,63.89,51.61,73.0,58.0,64.0,3644.1,2800.0,2802.02,317.0,29.66,26.71,27.57,179.23,179.56,176.85,0
0.5,0.5,0.5,298605.0,2385.69,195.97,165.7,544.31,77.35,1360.02,992.65,190.14,197.74,191.88,2431.0,905.0,1109.0,4445.0,225.0,139.0,38.0,365.0,100.0,1288.0,1219.0,2206.0,3111.0,832.0,2487.0,2609.0,487.0,449.0,2655.0,517.0,164.0,73.28,63.56,59.14,76.0,71.0,78.0,4481.75,3336.0,3364.42,226.0,36.59,32.18,32.93,199.62,201.38,197.64,2384.88,194.96,160.15,549.93,77.59,1366.75,993.62,188.5,193.89,187.48,2524.0,819.0,1081.0,4424.0,214.0,154.0,50.0,456.0,86.0,1232.0,1201.0,2310.0,3129.0,826.0,2337.0,1944.0,425.0,529.0,2662.0,510.0,171.0,70.07,60.87,64.01,77.0,64.0,73.0,4388.95,3343.0,3321.57,272.0,35.57,35.69,36.54,193.99,193.0,188.39,1
0.5,0.5,0.5,300959.0,2496.15,235.88,173.33,559.08,83.01,1371.51,1045.18,227.24,235.07,226.43,2537.0,931.0,1262.0,4730.0,216.0,164.0,35.0,617.0,96.0,1048.0,1327.0,2321.0,3252.0,829.0,2310.0,2092.0,665.0,743.0,2554.0,688.0,226.0,73.24,85.03,77.62,66.0,79.0,71.0,4694.48,3468.0,3446.14,364.0,38.27,36.24,37.56,236.59,235.5,230.59,2491.01,234.63,170.76,562.33,83.06,1380.4,1052.87,224.82,237.01,227.1,2465.0,1020.0,1242.0,4727.0,261.0,166.0,57.0,577.0,93.0,1039.0,1349.0,2204.0,3224.0,847.0,2586.0,1738.0,630.0,809.0,2602.0,672.0,211.0,75.84,80.21,78.58,73.0,92.0,96.0,4777.11,3485.0,3516.58,416.0,37.44,41.04,42.09,229.92,231.86,226.13,0
0.52,0.49,0.5,299213.0,2384.49,212.98,162.14,545.28,76.96,1346.56,973.23,205.58,214.29,206.86,2454.0,865.0,1083.0,4402.0,242.0,160.0,41.0,509.0,113.0,1083.0,1212.0,2212.0,3077.0,758.0,2445.0,2162.0,386.0,609.0,2545.0,583.0,191.0,72.81,69.58,70.58,76.0,90.0,76.0,4450.23,3319.0,3352.71,306.0,35.91,37.96,38.73,210.01,211.29,206.81,2382.21,197.03,163.64,549.56,78.23,1355.69,997.85,190.48,196.78,190.23,2359.0,983.0,1187.0,4529.0,204.0,183.0,34.0,461.0,116.0,1132.0,1246.0,2155.0,3138.0,802.0,2351.0,2108.0,479.0,432.0,2598.0,583.0,161.0,72.71,69.27,55.05,75.0,73.0,56.0,4498.73,3342.0,3325.5,218.0,35.88,38.08,38.84,194.07,193.71,189.67,1
0.5,0.51,0.51,299480.0,2660.76,241.1,186.64,614.43,88.1,1487.33,1087.39,233.02,241.77,233.69,2598.0,1107.0,1248.0,4953.0,231.0,196.0,37.0,678.0,77.0,1191.0,1332.0,2367.0,3474.0,756.0,2568.0,1644.0,569.0,793.0,2804.0,675.0,226.0,81.58,82.54,76.98,78.0,81.0,72.0,4974.66,3705.0,3721.4,383.0,41.6,38.28,38.9,243.8,244.53,239.16,2541.95,239.41,176.91,580.44,82.62,1407.92,1048.71,229.83,239.63,230.04,2492.0,1044.0,1210.0,4746.0,222.0,202.0,35.0,562.0,85.0,1164.0,1302.0,2270.0,3314.0,813.0,2559.0,1982.0,647.0,607.0,2631.0,661.0,244.0,75.81,80.19,83.41,80.0,76.0,66.0,4726.32,3536.0,3528.06,329.0,39.31,43.34,44.33,234.37,234.52,228.59,1
0.47,0.48,0.47,302226.0,2409.15,218.46,166.49,552.08,78.57,1347.52,1001.88,210.62,218.77,210.87,2413.0,952.0,1157.0,4522.0,225.0,149.0,41.0,591.0,93.0,1120.0,1187.0,2188.0,3140.0,822.0,2436.0,1904.0,575.0,626.0,2530.0,656.0,179.0,73.49,78.61,66.36,78.0,71.0,76.0,4519.81,3365.0,3362.18,403.0,37.32,32.85,33.91,221.87,221.96,217.0,2695.39,242.25,184.65,612.1,86.45,1516.28,1122.28,233.59,243.4,234.72,2751.0,1013.0,1211.0,4975.0,229.0,161.0,32.0,694.0,74.0,1205.0,1401.0,2522.0,3535.0,835.0,2596.0,2161.0,585.0,676.0,2884.0,658.0,222.0,83.91,79.13,79.21,90.0,65.0,74.0,4993.38,3764.0,3783.0,478.0,41.0,36.86,38.4,244.86,246.01,240.07,0
0.54,0.56,0.55,300083.0,2712.53,236.23,184.77,627.38,87.43,1524.62,1122.59,227.04,237.91,228.67,2595.0,1188.0,1284.0,5067.0,198.0,239.0,30.0,586.0,109.0,1262.0,1389.0,2397.0,3585.0,820.0,2569.0,2609.0,344.0,867.0,2882.0,666.0,235.0,77.62,82.74,75.87,67.0,69.0,62.0,5119.38,3783.0,3811.52,543.0,40.68,49.57,50.12,226.78,228.49,223.19,2246.79,203.12,156.7,514.51,72.02,1241.14,917.5,194.34,202.69,193.92,2150.0,955.0,927.0,4032.0,168.0,164.0,29.0,479.0,89.0,1048.0,1157.0,1982.0,2937.0,795.0,2301.0,2353.0,437.0,809.0,2338.0,567.0,200.0,65.18,68.21,69.73,49.0,55.0,64.0,4007.33,3105.0,3093.6,546.0,34.92,34.74,37.63,200.41,199.98,195.26,1
0.55,0.55,0.55,300447.0,2631.88,232.15,184.98,594.18,84.63,1467.17,1074.88,225.45,233.92,227.2,2717.0,921.0,1268.0,4906.0,261.0,139.0,44.0,661.0,85.0,1124.0,1369.0,2456.0,3377.0,611.0,2533.0,1375.0,583.0,641.0,2782.0,649.0,207.0,79.71,78.52,73.92,76.0,93.0,92.0,4952.14,3638.0,3669.25,483.0,40.51,33.36,37.71,234.97,236.76,233.35,2166.93,192.51,151.09,490.55,71.38,1211.58,895.9,186.25,191.6,185.35,2229.0,784.0,1023.0,4036.0,212.0,137.0,31.0,521.0,75.0,894.0,1174.0,2017.0,2801.0,630.0,2340.0,2349.0,553.0,572.0,2275.0,576.0,162.0,65.66,69.8,57.05,88.0,60.0,64.0,4000.85,3013.0,2992.52,377.0,33.33,32.95,34.13,191.7,190.84,187.57,1
0.49,0.5,0.51,300783.0,2566.73,229.03,169.28,600.23,83.97,1402.14,1058.35,220.83,228.76,220.57,2516.0,1027.0,1219.0,4762.0,219.0,201.0,47.0,578.0,97.0,1151.0,1297.0,2297.0,3324.0,843.0,2289.0,2313.0,526.0,735.0,2704.0,597.0,242.0,76.69,73.4,78.95,83.0,56.0,80.0,4751.35,3543.0,3537.08,551.0,37.37,43.1,43.29,223.13,222.96,218.15,2479.26,234.2,166.78,573.89,81.02,1372.39,1029.71,222.53,235.67,223.95,2473.0,985.0,1256.0,4714.0,231.0,181.0,46.0,540.0,74.0,1137.0,1295.0,2242.0,3227.0,785.0,2593.0,1880.0,498.0,754.0,2587.0,632.0,239.0,71.98,77.17,85.05,73.0,81.0,77.0,4735.47,3458.0,3476.58,489.0,36.98,42.16,42.82,228.36,229.6,221.97,0
0.48,0.47,0.46,300178.0,2344.27,219.94,165.66,521.45,75.33,1302.06,964.56,210.58,220.79,211.37,2421.0,828.0,1064.0,4313.0,245.0,195.0,43.0,571.0,74.0,956.0,1208.0,2176.0,3004.0,709.0,2428.0,2035.0,633.0,535.0,2415.0,628.0,206.0,69.75,74.89,75.3,78.0,92.0,75.0,4340.63,3249.0,3267.61,295.0,36.43,42.66,43.1,213.28,214.26,209.26,2676.1,242.32,191.15,607.58,86.71,1512.38,1100.85,233.35,241.54,232.6,2678.0,1063.0,1202.0,4943.0,216.0,208.0,43.0,616.0,89.0,1197.0,1415.0,2462.0,3525.0,726.0,2479.0,1750.0,679.0,453.0,2840.0,672.0,229.0,81.54,79.99,80.79,64.0,69.0,83.0,4911.66,3741.0,3720.63,265.0,42.02,43.13,45.45,238.88,237.77,232.62,1
0.51,0.52,0.51,300586.0,2458.45,231.19,163.99,570.54,79.68,1351.03,1004.57,222.44,232.86,224.07,2439.0,962.0,1288.0,4689.0,223.0,177.0,43.0,534.0,81.0,1154.0,1232.0,2216.0,3178.0,920.0,2476.0,2409.0,536.0,772.0,2560.0,607.0,234.0,74.0,75.12,82.06,65.0,76.0,82.0,4746.91,3401.0,3439.91,585.0,36.44,39.02,41.06,226.57,228.09,222.85,2344.18,224.72,158.28,540.58,76.22,1287.99,952.2,216.38,223.88,215.54,2350.0,890.0,1120.0,4360.0,204.0,158.0,27.0,600.0,78.0,1009.0,1191.0,2146.0,3036.0,836.0,2589.0,1931.0,484.0,855.0,2419.0,612.0,209.0,70.97,76.18,77.57,63.0,62.0,79.0,4308.17,3240.0,3206.55,635.0,35.74,34.7,36.33,224.12,223.14,216.99,1
0.51,0.52,0.51,301519.0,2533.39,211.89,166.28,588.72,84.11,1413.99,1085.03,204.72,212.34,205.17,2546.0,1004.0,1267.0,4817.0,209.0,130.0,33.0,667.0,106.0,1119.0,1319.0,2337.0,3341.0,688.0,2686.0,2112.0,487.0,604.0,2736.0,630.0,184.0,72.96,75.94,62.99,73.0,65.0,71.0,4829.72,3550.0,3562.03,268.0,36.42,31.99,35.49,212.82,213.34,208.95,2432.13,203.93,157.98,568.15,79.15,1341.86,1021.93,197.03,203.93,197.02,2449.0,924.0,1047.0,4420.0,201.0,141.0,32.0,636.0,84.0,1067.0,1244.0,2248.0,3172.0,629.0,2323.0,2296.0,574.0,785.0,2610.0,581.0,182.0,71.87,69.45,62.62,62.0,76.0,63.0,4406.74,3373.0,3366.65,385.0,34.59,31.54,33.9,204.62,204.47,200.53,0
0.4,0.38,0.39,299399.0,1911.38,172.09,132.69,427.44,61.63,1054.46,791.7,165.69,171.03,164.64,1984.0,656.0,806.0,3446.0,153.0,127.0,28.0,453.0,71.0,783.0,1053.0,1831.0,2487.0,739.0,2195.0,2204.0,379.0,514.0,1931.0,553.0,156.0,52.18,66.81,53.09,38.0,61.0,54.0,3388.63,2640.0,2607.22,330.0,29.43,28.34,30.1,171.41,170.16,166.89,2913.54,261.35,200.06,655.77,94.41,1664.31,1220.11,251.16,264.24,254.01,2921.0,1175.0,1533.0,5629.0,269.0,160.0,41.0,683.0,119.0,1315.0,1550.0,2652.0,3827.0,691.0,2689.0,1610.0,399.0,512.0,3076.0,800.0,220.0,90.69,94.05,76.61,92.0,96.0,81.0,5739.26,4096.0,4162.85,249.0,43.65,38.37,40.23,264.77,267.66,260.57,0
0.51,0.51,0.5,301369.0,2455.16,214.48,161.63,555.08,79.09,1359.2,1027.52,205.46,214.5,205.54,2517.0,880.0,1058.0,4455.0,198.0,165.0,38.0,636.0,88.0,1015.0,1296.0,2319.0,3199.0,685.0,2505.0,2268.0,487.0,472.0,2578.0,629.0,190.0,72.48,75.43,66.57,70.0,72.0,56.0,4445.04,3397.0,3393.41,246.0,35.31,38.17,40.29,209.5,209.67,204.88,2363.57,207.7,160.22,541.52,79.49,1337.72,1004.42,200.7,208.93,201.88,2424.0,908.0,1001.0,4333.0,213.0,159.0,35.0,607.0,101.0,1038.0,1214.0,2211.0,3119.0,679.0,2650.0,2268.0,447.0,548.0,2539.0,607.0,186.0,70.58,72.85,64.27,79.0,68.0,66.0,4353.36,3332.0,3348.09,318.0,35.38,35.42,37.26,205.76,206.69,202.8,0
0.53,0.53,0.53,300607.0,2607.24,213.45,176.34,604.83,82.98,1477.0,1076.46,205.93,214.4,206.86,2614.0,1018.0,1250.0,4882.0,226.0,159.0,34.0,654.0,94.0,1213.0,1286.0,2388.0,3406.0,623.0,2562.0,1691.0,529.0,660.0,2860.0,588.0,184.0,79.57,70.39,63.5,77.0,76.0,73.0,4902.03,3632.0,3643.27,374.0,38.72,35.43,36.52,215.58,216.36,211.71,2298.09,193.1,153.06,529.72,74.09,1289.25,965.79,187.07,192.95,186.95,2318.0,887.0,1180.0,4385.0,202.0,145.0,33.0,636.0,83.0,1011.0,1128.0,2116.0,3003.0,662.0,2677.0,1685.0,609.0,670.0,2530.0,501.0,174.0,68.45,60.18,64.47,72.0,58.0,72.0,4375.78,3205.0,3203.69,401.0,33.42,31.92,33.04,193.48,193.53,190.17,1
0.52,0.52,0.52,298895.0,2653.72,253.73,187.51,606.15,88.56,1479.17,1075.87,241.8,254.59,242.6,2592.0,1099.0,1406.0,5097.0,224.0,204.0,35.0,641.0,120.0,1239.0,1263.0,2368.0,3467.0,668.0,2698.0,1930.0,624.0,942.0,2708.0,728.0,255.0,76.91,88.94,87.88,60.0,76.0,88.0,5112.09,3691.0,3706.99,445.0,41.81,41.85,44.1,251.45,252.15,243.41,2469.37,236.12,170.02,563.82,80.0,1352.63,1018.41,225.57,236.81,226.2,2436.0,985.0,1292.0,4713.0,226.0,191.0,48.0,611.0,78.0,1084.0,1231.0,2210.0,3195.0,728.0,2498.0,2087.0,557.0,894.0,2561.0,614.0,246.0,74.41,75.32,86.39,60.0,77.0,89.0,4704.94,3421.0,3412.94,476.0,37.4,44.36,46.93,226.59,226.78,220.83,0
0.53,0.54,0.53,299651.0,2675.08,240.42,185.58,595.3,87.51,1507.07,1097.12,232.58,241.52,233.65,2777.0,936.0,1396.0,5109.0,220.0,141.0,38.0,706.0,100.0,1143.0,1403.0,2557.0,3493.0,550.0,2553.0,1357.0,593.0,634.0,2812.0,700.0,201.0,81.4,83.77,75.26,69.0,66.0,85.0,5133.13,3713.0,3728.8,421.0,40.45,37.27,43.19,237.69,238.55,234.0,2368.08,213.87,165.04,532.85,78.22,1311.3,974.71,206.3,213.91,206.31,2477.0,799.0,1040.0,4316.0,186.0,168.0,40.0,520.0,78.0,1002.0,1323.0,2291.0,3090.0,661.0,2352.0,2317.0,551.0,567.0,2438.0,661.0,177.0,72.81,79.64,61.43,47.0,70.0,69.0,4298.29,3276.0,3268.59,375.0,36.01,39.36,43.49,206.39,206.42,202.92,1
0.49,0.49,0.5,298789.0,2407.25,219.68,165.12,535.86,78.17,1342.72,1009.64,210.96,220.1,211.42,2454.0,900.0,1075.0,4429.0,236.0,131.0,33.0,603.0,80.0,1082.0,1222.0,2218.0,3118.0,764.0,2330.0,1582.0,502.0,689.0,2537.0,630.0,187.0,71.94,75.41,72.32,75.0,73.0,88.0,4420.6,3354.0,3353.95,478.0,36.21,31.18,34.69,221.13,221.49,216.38,2428.76,229.87,169.79,550.18,80.5,1353.97,992.68,221.34,230.82,222.31,2447.0,930.0,1216.0,4593.0,220.0,157.0,41.0,629.0,87.0,1069.0,1215.0,2227.0,3157.0,714.0,2663.0,1888.0,531.0,702.0,2509.0,634.0,234.0,74.58,77.33,77.97,72.0,69.0,79.0,4601.17,3377.0,3385.55,429.0,37.5,35.9,40.0,227.37,228.4,223.5,1
