xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoff
0.48,0.49,0.49,300717.0,2466.43,210.54,167.43,552.56,80.04,1363.95,1067.47,204.04,211.07,204.57,2429.0,1013.0,1167.0,4609.0,210.0,184.0,38.0,525.0,71.0,1093.0,1359.0,2219.0,3232.0,699.0,2321.0,2084.0,482.0,520.0,2632.0,621.0,189.0,73.21,75.05,62.29,67.0,77.0,66.0,4618.73,3442.0,3449.59,259.0,36.47,37.63,39.19,207.82,208.31,204.8,2619.58,225.74,183.81,589.15,85.25,1466.36,1099.67,217.6,225.99,217.84,2593.0,1057.0,1071.0,4721.0,194.0,188.0,32.0,573.0,72.0,1261.0,1362.0,2399.0,3456.0,697.0,2307.0,2020.0,492.0,533.0,2760.0,702.0,188.0,77.35,84.74,63.67,64.0,68.0,62.0,4720.49,3650.0,3652.99,281.0,40.28,38.48,40.26,225.76,225.89,221.39,1
0.47,0.49,0.48,300638.0,2345.62,199.14,163.14,528.71,75.39,1322.34,1001.28,191.12,200.08,192.03,2397.0,893.0,1157.0,4447.0,211.0,149.0,45.0,529.0,68.0,1022.0,1312.0,2186.0,3079.0,797.0,2345.0,1512.0,516.0,689.0,2519.0,607.0,164.0,71.53,73.05,54.55,72.0,80.0,59.0,4462.89,3290.0,3297.78,374.0,35.82,33.31,35.82,199.15,199.87,195.42,2514.64,224.89,170.07,566.9,81.5,1408.08,1090.57,216.2,224.44,215.8,2571.0,971.0,1075.0,4617.0,223.0,150.0,35.0,566.0,81.0,1091.0,1431.0,2348.0,3319.0,844.0,2390.0,1776.0,527.0,658.0,2694.0,633.0,215.0,77.41,75.82,71.66,65.0,79.0,79.0,4605.07,3542.0,3538.24,352.0,37.36,34.29,34.87,227.37,227.1,221.15,0
0.54,0.53,0.54,301077.0,2747.17,235.21,187.85,647.11,91.49,1552.41,1139.93,225.26,235.53,225.53,2773.0,1081.0,1308.0,5162.0,219.0,244.0,61.0,741.0,73.0,1196.0,1381.0,2554.0,3635.0,685.0,2590.0,1565.0,639.0,811.0,3026.0,596.0,232.0,82.47,73.28,79.47,62.0,69.0,88.0,5174.72,3854.0,3858.21,389.0,41.51,55.2,57.45,219.27,219.5,214.48,2320.82,198.24,152.71,531.26,75.81,1298.17,1004.8,191.93,198.94,192.61,2343.0,918.0,1327.0,4588.0,205.0,136.0,39.0,569.0,90.0,989.0,1272.0,2138.0,3056.0,818.0,2267.0,1969.0,562.0,777.0,2574.0,508.0,179.0,69.52,61.8,66.93,72.0,57.0,76.0,4592.14,3261.0,3269.4,395.0,33.25,37.06,38.86,192.63,193.18,189.87,1
0.52,0.48,0.5,299883.0,2323.08,221.36,158.74,520.63,75.21,1280.21,968.86,212.28,222.38,213.3,2339.0,886.0,1022.0,4247.0,222.0,151.0,40.0,487.0,86.0,1042.0,1237.0,2117.0,3003.0,965.0,2286.0,2419.0,536.0,525.0,2381.0,620.0,224.0,69.04,74.48,77.83,76.0,65.0,81.0,4268.01,3225.0,3239.48,317.0,35.08,34.45,36.15,220.29,220.92,215.03,2284.83,202.08,153.49,523.02,75.98,1302.42,970.01,194.81,201.82,194.58,2281.0,946.0,1338.0,4565.0,182.0,156.0,40.0,530.0,97.0,1109.0,1153.0,2099.0,3045.0,1019.0,2291.0,1937.0,475.0,609.0,2498.0,552.0,177.0,69.68,68.08,64.32,71.0,51.0,60.0,4544.57,3227.0,3214.98,378.0,33.52,35.05,35.96,199.65,199.45,195.35,1
0.45,0.46,0.47,299240.0,2205.14,201.51,150.6,502.19,71.66,1220.65,914.38,194.28,201.38,194.21,2186.0,875.0,1029.0,4090.0,207.0,149.0,44.0,444.0,60.0,985.0,1216.0,1979.0,2854.0,836.0,2182.0,1632.0,621.0,996.0,2304.0,574.0,183.0,68.74,68.9,63.87,62.0,74.0,71.0,4078.77,3061.0,3055.29,647.0,32.86,35.61,35.92,198.45,198.32,194.48,2511.16,245.65,173.11,569.43,82.33,1388.18,1037.3,237.36,246.33,238.02,2518.0,978.0,1239.0,4735.0,232.0,194.0,41.0,506.0,74.0,1155.0,1335.0,2286.0,3264.0,758.0,2391.0,1575.0,674.0,893.0,2561.0,708.0,227.0,76.35,85.85,83.45,79.0,69.0,84.0,4751.33,3496.0,3503.71,522.0,38.54,41.23,43.34,240.85,241.37,236.44,0
0.49,0.5,0.5,299129.0,2558.0,226.78,171.09,581.06,82.6,1403.12,1073.36,218.78,226.91,218.94,2471.0,1067.0,1100.0,4638.0,221.0,165.0,43.0,547.0,101.0,1127.0,1377.0,2250.0,3317.0,861.0,2335.0,1966.0,484.0,604.0,2664.0,663.0,211.0,77.57,81.52,67.69,68.0,78.0,75.0,4636.17,3538.0,3537.09,422.0,37.58,39.21,41.39,222.96,223.12,218.57,2513.5,238.54,171.33,566.73,82.19,1389.44,1043.78,228.74,238.83,229.1,2470.0,1022.0,1197.0,4689.0,242.0,181.0,35.0,552.0,69.0,1101.0,1347.0,2228.0,3250.0,751.0,2427.0,1841.0,440.0,765.0,2564.0,690.0,238.0,73.42,83.3,81.82,71.0,85.0,86.0,4687.94,3492.0,3493.84,494.0,38.1,41.58,42.21,234.43,234.81,229.61,0
0.46,0.47,0.47,299458.0,2238.08,210.56,159.18,497.04,71.59,1233.08,914.55,203.36,209.43,202.29,2227.0,859.0,1081.0,4167.0,232.0,151.0,35.0,451.0,61.0,1010.0,1181.0,1995.0,2854.0,769.0,2354.0,1788.0,536.0,566.0,2189.0,718.0,179.0,60.88,88.57,61.12,54.0,104.0,74.0,4117.86,3086.0,3057.69,298.0,35.28,33.56,35.07,210.78,209.65,205.64,2531.99,243.02,178.44,558.09,80.99,1403.18,1052.28,233.36,244.71,235.01,2502.0,1014.0,1278.0,4794.0,278.0,180.0,55.0,553.0,70.0,1125.0,1310.0,2224.0,3238.0,734.0,2491.0,1838.0,570.0,636.0,2591.0,691.0,234.0,76.53,83.5,82.99,78.0,101.0,99.0,4860.64,3516.0,3552.04,322.0,39.68,42.46,42.99,239.71,241.22,235.07,0
0.48,0.5,0.5,301549.0,2401.39,207.16,161.17,543.57,77.51,1346.41,1014.18,200.48,206.88,200.22,2433.0,917.0,1093.0,4443.0,197.0,158.0,33.0,578.0,67.0,993.0,1357.0,2236.0,3153.0,720.0,2318.0,1858.0,602.0,499.0,2595.0,568.0,187.0,71.69,68.03,67.44,71.0,54.0,72.0,4426.37,3350.0,3340.68,277.0,35.43,32.87,33.38,209.22,209.07,204.51,2437.09,221.55,166.57,555.73,79.45,1351.56,1016.13,213.79,222.19,214.42,2505.0,886.0,1042.0,4433.0,216.0,213.0,47.0,530.0,79.0,1102.0,1251.0,2289.0,3175.0,831.0,2265.0,2349.0,544.0,460.0,2580.0,584.0,227.0,75.04,70.85,75.66,78.0,62.0,76.0,4447.36,3391.0,3399.88,256.0,36.65,44.74,47.43,210.77,211.15,207.25,1
0.48,0.49,0.48,299200.0,2370.57,232.88,160.3,533.46,78.22,1322.31,985.83,222.86,232.15,222.21,2322.0,991.0,1303.0,4616.0,227.0,139.0,45.0,501.0,77.0,1049.0,1320.0,2095.0,3086.0,768.0,2422.0,2218.0,569.0,904.0,2404.0,702.0,207.0,73.96,85.28,73.64,65.0,84.0,78.0,4591.72,3313.0,3299.61,590.0,35.37,35.1,37.77,230.48,229.83,224.01,2592.26,248.37,177.03,576.48,82.75,1429.0,1084.37,238.77,249.77,240.17,2528.0,1070.0,1223.0,4821.0,259.0,160.0,29.0,527.0,93.0,1231.0,1329.0,2269.0,3339.0,791.0,2267.0,2183.0,655.0,819.0,2611.0,774.0,213.0,77.14,93.97,77.26,82.0,109.0,68.0,4847.86,3598.0,3616.45,485.0,38.86,37.27,40.37,246.87,248.5,242.68,0
0.53,0.54,0.53,301106.0,2586.35,225.0,177.37,592.22,85.14,1467.91,1084.34,218.02,225.96,218.93,2509.0,1123.0,1250.0,4882.0,188.0,190.0,39.0,546.0,70.0,1312.0,1326.0,2321.0,3444.0,857.0,2394.0,2274.0,452.0,770.0,2783.0,650.0,199.0,77.2,78.4,69.41,58.0,63.0,67.0,4912.28,3632.0,3653.55,455.0,39.15,42.3,43.82,220.34,221.2,216.71,2354.91,202.95,161.83,530.19,76.31,1316.0,987.71,193.78,203.21,194.06,2248.0,1027.0,969.0,4244.0,170.0,164.0,31.0,531.0,83.0,1015.0,1312.0,2078.0,3105.0,843.0,2253.0,2130.0,453.0,789.0,2526.0,563.0,186.0,71.92,66.97,64.07,61.0,52.0,57.0,4228.91,3275.0,3266.89,467.0,36.14,34.31,35.16,203.93,204.1,198.68,1
0.47,0.45,0.45,301838.0,2187.51,204.82,151.59,490.03,71.19,1200.31,894.07,196.71,204.12,196.03,2174.0,838.0,1037.0,4049.0,166.0,161.0,37.0,459.0,77.0,952.0,1197.0,2008.0,2846.0,916.0,2461.0,1771.0,561.0,505.0,2209.0,605.0,198.0,63.62,73.37,67.82,46.0,61.0,59.0,4005.0,3012.0,2991.3,296.0,33.58,37.84,38.25,200.16,199.31,195.22,2624.68,227.48,179.33,595.95,85.05,1481.71,1100.49,220.04,228.47,221.06,2571.0,1099.0,1347.0,5017.0,217.0,188.0,43.0,641.0,79.0,1237.0,1308.0,2354.0,3453.0,873.0,2343.0,1733.0,484.0,562.0,2834.0,641.0,195.0,81.03,77.83,68.62,51.0,93.0,73.0,5057.23,3670.0,3688.68,315.0,39.42,37.83,39.62,227.27,228.37,223.51,0
0.53,0.51,0.51,300811.0,2175.11,211.96,148.62,481.05,70.56,1201.4,901.43,205.02,213.0,206.04,2253.0,762.0,931.0,3946.0,216.0,146.0,31.0,512.0,66.0,890.0,1185.0,2037.0,2799.0,774.0,2093.0,1676.0,486.0,632.0,2172.0,658.0,185.0,65.49,79.67,66.8,58.0,86.0,72.0,3968.25,3015.0,3029.6,305.0,32.92,31.55,33.76,211.11,212.14,208.0,2111.07,188.13,139.95,474.09,69.45,1155.74,884.64,182.61,188.23,182.69,2200.0,712.0,928.0,3840.0,205.0,122.0,27.0,445.0,72.0,825.0,1243.0,1995.0,2707.0,775.0,2356.0,1828.0,473.0,550.0,2155.0,605.0,152.0,61.71,73.48,52.95,58.0,95.0,52.0,3818.53,2912.0,2901.19,312.0,30.67,26.04,28.02,190.78,190.54,187.1,1
0.56,0.53,0.54,300129.0,2563.76,234.71,173.05,590.3,84.32,1428.96,1066.65,225.59,236.31,227.18,2512.0,1066.0,1143.0,4721.0,206.0,188.0,39.0,556.0,79.0,1149.0,1400.0,2306.0,3372.0,956.0,2336.0,1949.0,500.0,380.0,2729.0,617.0,232.0,77.21,76.15,81.36,69.0,66.0,71.0,4781.21,3578.0,3617.24,236.0,38.31,41.79,42.79,230.24,231.84,226.39,2221.75,185.98,149.02,506.19,71.87,1222.54,936.38,180.76,184.86,179.69,2190.0,882.0,1120.0,4192.0,155.0,135.0,26.0,474.0,64.0,974.0,1270.0,2035.0,2917.0,915.0,2297.0,1740.0,444.0,532.0,2387.0,519.0,166.0,66.22,62.45,57.3,52.0,51.0,52.0,4139.36,3072.0,3038.85,340.0,32.94,31.3,32.08,186.84,185.66,182.88,1
0.53,0.54,0.55,299958.0,2606.25,227.98,180.6,577.81,84.01,1464.54,1100.05,220.6,229.07,221.64,2638.0,997.0,1151.0,4786.0,239.0,143.0,42.0,599.0,111.0,1238.0,1305.0,2399.0,3396.0,675.0,2357.0,1612.0,526.0,582.0,2743.0,713.0,179.0,78.29,85.36,64.34,83.0,87.0,69.0,4813.09,3635.0,3647.82,298.0,39.64,33.01,36.34,231.29,232.27,227.7,2189.97,201.34,152.04,486.33,70.32,1205.13,916.84,193.46,201.26,193.37,2212.0,820.0,972.0,4004.0,200.0,132.0,45.0,484.0,86.0,933.0,1197.0,2012.0,2832.0,739.0,2212.0,1927.0,603.0,593.0,2279.0,577.0,176.0,66.8,70.03,64.52,53.0,73.0,74.0,3990.14,3032.0,3028.25,366.0,33.69,34.33,35.54,199.5,199.26,195.47,1
0.49,0.47,0.46,300485.0,2219.58,208.87,151.14,501.39,71.59,1229.14,920.86,201.44,209.54,202.11,2259.0,824.0,1120.0,4203.0,199.0,155.0,28.0,505.0,63.0,982.0,1179.0,2060.0,2884.0,815.0,2218.0,1603.0,612.0,814.0,2317.0,553.0,213.0,68.79,67.16,72.93,70.0,61.0,68.0,4210.66,3083.0,3087.99,441.0,33.05,34.2,37.75,204.17,204.83,201.1,2528.26,219.89,171.64,581.74,83.37,1432.11,1062.23,211.81,219.62,211.57,2529.0,1022.0,1158.0,4709.0,217.0,176.0,44.0,608.0,64.0,1162.0,1324.0,2312.0,3334.0,784.0,2586.0,1519.0,629.0,779.0,2766.0,577.0,208.0,76.43,69.35,74.12,73.0,74.0,70.0,4689.94,3551.0,3546.91,488.0,37.93,40.9,42.96,214.87,214.64,209.43,0
0.48,0.49,0.49,299211.0,2334.15,192.9,162.85,521.16,78.02,1340.99,1013.08,186.23,192.75,186.09,2292.0,1017.0,1098.0,4407.0,201.0,138.0,32.0,498.0,71.0,1117.0,1284.0,2091.0,3108.0,859.0,2152.0,1856.0,443.0,666.0,2613.0,559.0,137.0,76.08,67.58,49.24,71.0,69.0,61.0,4380.25,3309.0,3289.19,295.0,35.87,26.9,28.03,200.74,200.3,195.98,2434.19,211.84,168.53,549.62,80.98,1376.09,1026.95,203.33,213.1,204.57,2367.0,1047.0,1175.0,4589.0,224.0,202.0,39.0,530.0,73.0,1088.0,1297.0,2143.0,3190.0,816.0,2388.0,1851.0,523.0,677.0,2640.0,566.0,208.0,72.44,69.12,70.28,88.0,72.0,64.0,4623.58,3414.0,3440.41,327.0,36.87,41.07,42.68,206.03,206.95,201.87,0
0.53,0.53,0.53,299333.0,2604.16,224.98,169.75,591.03,84.33,1440.11,1152.79,217.91,226.31,219.22,2653.0,1010.0,1302.0,4965.0,260.0,149.0,37.0,624.0,88.0,1162.0,1380.0,2393.0,3403.0,961.0,2633.0,1778.0,456.0,538.0,2789.0,678.0,196.0,75.26,81.2,68.54,81.0,106.0,73.0,5000.79,3663.0,3685.27,265.0,36.99,32.68,33.63,228.35,229.46,224.97,2358.96,198.45,154.97,536.75,76.36,1306.04,1008.43,192.7,198.38,192.63,2441.0,840.0,1054.0,4335.0,199.0,112.0,24.0,601.0,65.0,964.0,1340.0,2242.0,3082.0,892.0,2196.0,1935.0,523.0,627.0,2521.0,596.0,164.0,69.75,71.62,57.07,72.0,71.0,56.0,4306.11,3281.0,3270.14,315.0,34.16,25.31,26.88,205.72,205.55,201.79,1
0.47,0.48,0.49,299339.0,2365.26,187.73,153.4,533.32,76.76,1314.73,1055.07,181.69,187.39,181.38,2315.0,1006.0,1154.0,4475.0,204.0,125.0,33.0,537.0,67.0,1056.0,1332.0,2111.0,3117.0,858.0,2329.0,2235.0,552.0,627.0,2654.0,521.0,146.0,71.42,63.54,52.76,65.0,79.0,60.0,4452.48,3321.0,3309.87,318.0,33.31,29.54,29.93,191.11,190.75,187.23,2507.3,208.2,169.49,581.04,82.45,1424.01,1057.82,200.2,209.38,201.38,2527.0,996.0,1262.0,4785.0,218.0,184.0,38.0,571.0,85.0,1184.0,1281.0,2309.0,3305.0,760.0,2413.0,1829.0,545.0,613.0,2763.0,568.0,192.0,74.8,68.98,64.42,76.0,78.0,64.0,4819.43,3523.0,3544.38,327.0,37.37,39.01,39.98,205.6,206.85,203.0,0
0.48,0.49,0.48,299320.0,2545.05,235.36,173.32,589.57,83.76,1388.47,1043.54,226.13,235.95,226.71,2498.0,1016.0,1232.0,4746.0,212.0,227.0,38.0,536.0,80.0,1078.0,1381.0,2286.0,3302.0,705.0,2464.0,1699.0,589.0,559.0,2658.0,617.0,239.0,75.9,74.96,84.5,69.0,69.0,74.0,4749.24,3514.0,3523.62,301.0,38.4,47.34,47.79,225.96,226.41,221.31,2709.42,251.5,183.43,621.86,86.6,1469.46,1123.16,239.18,251.27,238.96,2653.0,1083.0,1239.0,4975.0,237.0,244.0,55.0,567.0,88.0,1187.0,1413.0,2416.0,3499.0,799.0,2393.0,1694.0,605.0,564.0,2805.0,686.0,245.0,80.86,85.18,85.45,81.0,66.0,90.0,4977.63,3736.0,3728.6,309.0,40.4,54.44,55.26,236.65,236.3,229.45,0
0.5,0.5,0.5,298425.0,2365.71,199.32,165.78,533.37,77.62,1342.97,976.93,191.88,198.73,191.32,2454.0,842.0,1031.0,4327.0,198.0,165.0,49.0,359.0,98.0,1227.0,1249.0,2256.0,3098.0,911.0,2439.0,2018.0,598.0,425.0,2583.0,540.0,173.0,72.86,65.09,61.37,66.0,65.0,67.0,4291.38,3296.0,3277.09,218.0,36.98,35.48,36.46,199.83,199.27,194.86,2394.01,203.04,161.04,534.62,76.71,1359.89,1012.7,196.84,203.62,197.39,2537.0,811.0,1054.0,4402.0,257.0,137.0,48.0,413.0,100.0,1242.0,1200.0,2280.0,3091.0,1022.0,2354.0,1606.0,504.0,472.0,2639.0,523.0,186.0,74.29,62.51,66.25,81.0,91.0,85.0,4429.96,3348.0,3363.19,258.0,35.31,31.01,31.92,206.43,206.88,203.27,0
0.48,0.47,0.48,299703.0,2204.0,197.33,147.49,513.51,71.49,1234.26,915.05,188.83,197.11,188.6,2199.0,925.0,1119.0,4243.0,202.0,139.0,31.0,573.0,45.0,910.0,1255.0,1997.0,2922.0,712.0,2253.0,1708.0,575.0,738.0,2428.0,508.0,188.0,69.38,61.92,66.03,79.0,62.0,61.0,4206.06,3124.0,3104.73,416.0,32.33,32.81,33.83,192.7,192.28,187.37,2370.36,214.77,161.41,546.62,77.14,1310.05,981.11,204.55,216.56,206.28,2347.0,974.0,1423.0,4744.0,238.0,166.0,41.0,553.0,60.0,1045.0,1259.0,2109.0,3083.0,726.0,2619.0,1463.0,532.0,753.0,2522.0,592.0,207.0,73.83,72.37,68.57,85.0,80.0,73.0,4798.79,3321.0,3356.65,417.0,35.14,36.33,37.06,210.83,212.45,206.25,0
0.59,0.54,0.56,301263.0,2866.84,266.74,198.96,661.87,95.35,1616.88,1159.22,252.54,269.14,254.91,2851.0,1148.0,1380.0,5379.0,239.0,220.0,45.0,692.0,93.0,1350.0,1405.0,2612.0,3760.0,657.0,2747.0,1632.0,641.0,833.0,3026.0,701.0,272.0,87.51,86.65,92.56,70.0,85.0,84.0,5462.58,3999.0,4050.03,410.0,43.99,52.75,56.0,254.72,257.05,248.13,2297.01,186.26,151.49,533.66,74.57,1280.32,979.69,180.07,185.53,179.33,2282.0,924.0,1286.0,4492.0,193.0,136.0,34.0,608.0,79.0,999.0,1191.0,2089.0,3013.0,789.0,2457.0,1960.0,531.0,833.0,2515.0,529.0,162.0,67.78,63.27,55.2,65.0,73.0,55.0,4434.53,3206.0,3176.61,463.0,32.93,27.3,29.51,189.68,188.92,185.99,1
0.5,0.52,0.52,300471.0,2525.57,205.72,171.22,592.2,84.26,1420.6,1082.14,197.69,205.87,197.81,2527.0,1031.0,1249.0,4807.0,191.0,166.0,43.0,608.0,91.0,1199.0,1303.0,2336.0,3367.0,851.0,2534.0,1710.0,524.0,538.0,2832.0,541.0,185.0,76.83,64.35,64.53,74.0,56.0,61.0,4788.95,3558.0,3549.66,365.0,37.86,37.39,41.27,202.17,202.05,197.31,2336.47,207.88,159.45,542.06,78.7,1322.48,963.41,201.48,208.48,202.07,2328.0,946.0,1217.0,4491.0,216.0,140.0,36.0,602.0,102.0,1013.0,1201.0,2112.0,3058.0,808.0,2399.0,1925.0,542.0,632.0,2501.0,586.0,187.0,71.05,71.76,65.07,62.0,75.0,79.0,4512.23,3274.0,3290.6,406.0,35.18,32.63,36.6,206.46,207.43,203.77,0
0.52,0.53,0.53,298013.0,2661.59,226.0,178.9,605.96,87.02,1500.48,1113.63,218.76,226.41,219.17,2719.0,993.0,1262.0,4974.0,214.0,168.0,32.0,640.0,87.0,1207.0,1396.0,2505.0,3498.0,707.0,2396.0,1905.0,564.0,706.0,2847.0,686.0,179.0,78.33,83.53,64.16,73.0,75.0,66.0,4989.38,3712.0,3723.59,414.0,39.26,37.35,38.5,226.77,227.28,222.45,2383.86,211.53,159.66,543.38,77.26,1321.28,997.89,203.55,211.94,203.95,2411.0,900.0,1119.0,4430.0,190.0,165.0,35.0,519.0,87.0,1060.0,1290.0,2221.0,3121.0,770.0,2512.0,1847.0,485.0,681.0,2523.0,585.0,203.0,71.49,72.94,67.1,64.0,67.0,59.0,4427.0,3311.0,3311.93,399.0,34.96,40.35,41.44,205.05,205.24,201.62,1
0.43,0.44,0.43,300435.0,2275.62,204.63,155.13,520.05,73.44,1265.77,937.99,197.48,204.31,197.19,2292.0,865.0,1108.0,4265.0,222.0,142.0,38.0,537.0,84.0,1050.0,1122.0,2070.0,2935.0,882.0,2574.0,2592.0,600.0,892.0,2378.0,604.0,175.0,69.52,74.06,61.05,76.0,71.0,75.0,4241.21,3157.0,3143.57,597.0,34.32,31.44,34.78,204.17,203.7,199.69,3013.58,272.82,201.22,704.6,100.58,1695.1,1253.8,262.28,274.98,264.36,2945.0,1285.0,1278.0,5508.0,252.0,169.0,33.0,796.0,132.0,1464.0,1417.0,2693.0,3978.0,840.0,2759.0,2191.0,600.0,816.0,3217.0,769.0,244.0,92.2,94.38,86.23,87.0,85.0,80.0,5555.49,4230.0,4262.35,504.0,44.13,38.43,44.14,272.69,274.64,267.92,0
0.47,0.5,0.5,299812.0,2441.32,206.0,166.92,552.53,79.35,1374.05,1025.15,198.04,204.13,196.17,2451.0,953.0,1063.0,4467.0,188.0,185.0,36.0,602.0,95.0,991.0,1343.0,2263.0,3216.0,748.0,2380.0,1860.0,523.0,473.0,2624.0,601.0,179.0,75.84,70.72,59.43,69.0,69.0,50.0,4374.13,3404.0,3346.71,256.0,36.39,40.08,44.04,198.34,196.25,192.87,2454.99,228.61,171.41,556.75,81.03,1359.64,1022.55,220.19,232.21,223.66,2551.0,869.0,982.0,4402.0,262.0,203.0,62.0,651.0,84.0,1013.0,1207.0,2289.0,3158.0,754.0,2551.0,2067.0,516.0,495.0,2556.0,651.0,213.0,74.3,78.86,75.46,81.0,84.0,97.0,4521.55,3420.0,3492.74,279.0,38.12,47.9,48.61,218.13,221.28,216.98,0
0.49,0.51,0.5,298749.0,2610.99,225.88,173.64,612.59,85.68,1449.97,1071.22,216.68,225.3,216.16,2561.0,1058.0,1310.0,4929.0,205.0,203.0,32.0,569.0,95.0,1164.0,1383.0,2356.0,3414.0,610.0,2652.0,1807.0,785.0,734.0,2772.0,647.0,200.0,80.26,78.91,66.72,79.0,68.0,58.0,4899.85,3619.0,3606.12,357.0,38.27,41.4,42.47,221.7,221.1,216.61,2587.46,232.78,175.17,592.18,84.58,1435.13,1078.15,224.72,234.44,226.32,2537.0,1061.0,1096.0,4694.0,226.0,187.0,43.0,529.0,86.0,1192.0,1378.0,2311.0,3372.0,670.0,2390.0,1965.0,652.0,750.0,2742.0,658.0,198.0,82.8,81.44,68.55,65.0,85.0,76.0,4726.58,3598.0,3620.15,376.0,38.31,39.4,40.67,230.43,231.85,226.89,0
0.52,0.51,0.51,299501.0,2502.63,237.18,167.9,585.76,83.01,1368.9,1052.25,228.82,237.45,229.09,2490.0,1005.0,1281.0,4776.0,233.0,200.0,48.0,611.0,83.0,1083.0,1285.0,2257.0,3262.0,950.0,2504.0,2174.0,445.0,587.0,2646.0,613.0,236.0,75.34,74.21,87.63,68.0,83.0,82.0,4788.38,3495.0,3500.72,395.0,37.65,45.58,46.04,228.79,229.2,223.99,2473.93,219.35,164.27,574.92,80.41,1364.11,1018.95,212.56,220.47,213.66,2508.0,914.0,1200.0,4622.0,227.0,167.0,34.0,569.0,80.0,1090.0,1289.0,2281.0,3195.0,908.0,2507.0,2092.0,507.0,707.0,2637.0,579.0,206.0,77.61,68.47,73.28,76.0,77.0,74.0,4630.0,3422.0,3430.9,431.0,36.38,34.68,36.64,219.09,219.8,215.59,1
0.49,0.51,0.5,300522.0,2702.29,226.48,172.34,642.87,87.56,1499.72,1155.01,218.34,226.47,218.38,2692.0,1092.0,1248.0,5032.0,229.0,189.0,29.0,585.0,92.0,1223.0,1466.0,2463.0,3555.0,966.0,2659.0,2351.0,595.0,757.0,3019.0,531.0,234.0,79.11,64.44,82.93,77.0,72.0,80.0,5011.77,3784.0,3777.09,489.0,37.69,37.78,38.0,226.18,226.41,221.31,2748.84,238.74,186.59,639.31,89.29,1533.37,1143.77,230.98,239.34,231.61,2850.0,982.0,955.0,4787.0,258.0,199.0,42.0,622.0,84.0,1218.0,1451.0,2592.0,3574.0,854.0,2530.0,2056.0,662.0,702.0,2955.0,649.0,228.0,82.83,80.15,75.77,75.0,101.0,82.0,4814.75,3832.0,3844.25,413.0,41.65,40.72,42.19,238.14,238.93,233.64,0
